#,Date,Open,High,Low,Ltp,% Change,Qty,Turnover
674,08/06/2021,"2,261.00","2,280.00","2,255.00","2,265.00",-1.31,"5,384","1,21,88,761.00"
673,09/06/2021,"2,378.00","2,378.00","2,215.00","2,226.00",-1.72,"10,879","2,45,86,246.00"
672,10/06/2021,"2,200.00","2,200.00","2,200.00","2,288.00",0.18,"6,271","1,98,28,485.00"
671,13/06/2021,"2,270.00","2,333.00","2,270.00","2,250.00",0.31,"9,341","2,34,94,233.00"
670,14/06/2021,"2,225.00","2,250.00","2,223.00","2,223.00",-1.2,"5,240","1,17,07,332.00"
669,15/06/2021,"2,212.00","2,235.00","2,200.00","2,201.00",-0.99,"5,037","1,11,26,253.00"
668,16/06/2021,"2,120.00","2,351.00","2,120.00","2,235.00",1.54,"10,570","2,40,55,215.00"
667,17/06/2021,"2,260.00","2,275.00","2,200.00","2,239.00",0.18,"3,164","70,43,932.00"
666,20/06/2021,"2,239.00","2,239.00","2,165.00","2,222.00",-0.76,"4,029","87,93,694.00"
665,21/06/2021,"2,200.00","2,260.00","2,151.00","2,170.00",-2.34,"4,577","1,00,27,099.00"
664,22/06/2021,"2,213.00","2,257.00","2,128.00","2,205.00",1.61,"2,590","57,06,478.00"
663,23/06/2021,"2,190.00","2,193.00","2,140.00","2,193.00",-0.54,"1,957","42,22,062.00"
662,24/06/2021,"2,150.00","2,193.00","2,109.00","2,150.00",-1.96,"2,064","43,99,899.00"
661,27/06/2021,"2,110.00","2,177.00","2,110.00","2,177.00",1.26,"1,697","36,18,026.00"
660,28/06/2021,"2,162.00","2,249.00","2,162.00","2,249.00",3.31,"4,765","1,05,76,914.00"
659,29/06/2021,"2,360.00","2,360.00","2,200.00","2,249.00",0,"6,532","1,47,61,232.00"
658,30/06/2021,"2,269.00","2,269.00","2,176.00","2,255.00",0.27,"2,220","49,03,061.00"
657,01/07/2021,"2,212.00","2,254.00","2,209.00","2,210.00",-2,"4,381","97,10,174.00"
656,04/07/2021,"2,182.00","2,225.00","2,176.00","2,189.00",-0.95,"1,223","26,74,573.00"
655,05/07/2021,"2,147.00","2,173.00","2,147.00","2,173.00",-0.73,"2,144","46,16,468.00"
654,06/07/2021,"2,137.00","2,190.00","2,102.00","2,160.00",-0.6,"3,777","80,71,229.00"
653,07/07/2021,"2,199.00","2,199.00","2,152.00","2,170.00",0.46,"2,349","50,78,685.00"
652,08/07/2021,"2,180.00","2,215.00","2,170.00","2,210.00",1.84,"4,024","88,16,742.00"
651,11/07/2021,"2,211.00","2,339.00","2,211.00","2,302.00",4.16,"7,870","1,80,91,368.00"
650,12/07/2021,"2,347.00","2,393.00","2,225.00","2,265.00",-1.61,"6,885","1,57,82,714.00"
649,13/07/2021,"2,299.00","2,300.00","2,270.00","2,297.00",1.41,772,"17,67,772.00"
648,14/07/2021,"2,280.00","2,310.00","2,280.00","2,280.00",-0.74,"2,378","54,59,045.00"
647,15/07/2021,"2,310.00","2,310.00","2,266.00","2,290.00",0.44,694,"15,82,466.00"
646,18/07/2021,"2,300.00","2,350.00","2,271.00","2,340.00",2.18,"5,126","1,19,62,600.00"
645,19/07/2021,"2,371.00","2,400.00","2,310.00","2,347.00",0.3,"6,211","1,46,74,347.00"
644,20/07/2021,"2,312.00","2,379.00","2,312.00","2,379.00",1.36,"3,392","79,72,396.90"
643,22/07/2021,"2,385.00","2,450.00","2,340.00","2,418.00",1.64,"6,567","1,56,49,160.40"
642,25/07/2021,"2,466.00","2,466.30","2,390.00","2,430.00",0.5,"8,624","2,08,64,628.40"
641,26/07/2021,"2,381.40","2,471.00","2,381.40","2,425.00",-0.21,"14,431","3,52,73,068.50"
640,27/07/2021,"2,400.00","2,400.00","2,289.30","2,360.00",-2.68,"12,757","2,97,28,728.40"
639,28/07/2021,"2,360.00","2,395.00","2,342.00","2,369.00",0.38,"2,146","50,72,776.00"
638,29/07/2021,"2,410.00","2,416.30","2,343.00","2,390.00",-1.1,"2,161","51,17,339.00"
637,01/08/2021,"2,365.00","2,430.00","2,361.00","2,409.00",0.79,"2,580","61,44,292.90"
636,02/08/2021,"2,410.00","2,457.10","2,410.00","2,457.10",2,"15,751","3,83,90,034.50"
635,03/08/2021,"2,506.20","2,528.00","2,450.00","2,478.00",0.85,"27,006","6,70,57,245.20"
634,04/08/2021,"2,480.00","2,488.00","2,355.00","2,380.00",-3.95,"12,765","3,08,82,982.50"
633,05/08/2021,"2,380.00","2,394.00","2,340.00","2,392.00",0.5,"6,768","1,60,71,713.20"
632,08/08/2021,"2,398.00","2,398.00","2,302.60","2,344.00",-2.01,"5,909","1,38,54,594.90"
631,09/08/2021,"2,302.00","2,348.00","2,302.00","2,348.00",0.17,"3,082","71,37,223.00"
630,10/08/2021,"2,320.00","2,360.00","2,320.00","2,350.00",0.09,"2,444","57,38,935.00"
629,11/08/2021,"2,322.10","2,375.00","2,322.10","2,340.00",-0.43,"4,474","1,04,87,379.10"
628,12/08/2021,"2,340.00","2,380.00","2,300.00","2,380.00",1.71,"5,623","1,31,07,256.00"
627,15/08/2021,"2,350.00","2,427.60","2,335.00","2,400.00",0.84,"7,159","1,69,37,956.80"
626,16/08/2021,"2,355.00","2,370.00","2,350.00","2,356.00",-1.83,"3,972","93,51,815.00"
625,17/08/2021,"2,399.00","2,399.00","2,309.00","2,310.00",-1.95,"2,699","62,53,834.40"
624,18/08/2021,"2,300.00","2,405.00","2,274.00","2,360.00",2.16,"8,578","1,99,76,847.30"
623,19/08/2021,"2,350.00","2,360.00","2,328.20","2,360.00",0,"6,475","1,52,02,431.10"
622,24/08/2021,"2,315.00","2,350.00","2,315.00","2,329.00",-1.31,"3,763","87,86,970.00"
621,25/08/2021,"2,320.00","2,320.00","2,255.00","2,255.00",-3.18,"4,164","95,15,692.50"
620,26/08/2021,"2,260.00","2,280.00","2,230.00","2,231.00",-1.06,"2,816","63,19,698.30"
619,29/08/2021,"2,215.00","2,215.00","2,160.00","2,192.00",-1.75,"4,952","1,08,42,517.00"
618,31/08/2021,"2,200.00","2,200.00","2,115.00","2,115.00",-3.51,"3,890","83,06,812.00"
617,01/09/2021,"2,157.30","2,170.00","2,081.00","2,135.00",0.95,"3,457","73,22,675.50"
616,02/09/2021,"2,135.00","2,165.00","2,080.00","2,121.60",-0.63,"3,434","72,88,265.80"
615,05/09/2021,"2,079.20","2,080.00","1,950.00","2,080.00",-1.96,"7,659","1,53,49,095.80"
614,06/09/2021,"2,039.10","2,140.00","1,965.00","2,140.00",2.88,"6,411","1,32,55,145.00"
613,07/09/2021,"2,178.00","2,179.00","2,040.00","2,040.00",-4.67,"2,093","43,25,604.10"
612,08/09/2021,"2,040.00","2,206.00","1,970.00","2,040.00",0,"3,441","70,35,242.00"
611,09/09/2021,"2,080.00","2,118.00","2,002.00","2,030.00",-0.49,"2,555","52,12,586.10"
610,12/09/2021,"2,001.00","2,153.00","2,001.00","2,086.00",2.76,"2,672","55,45,788.20"
609,13/09/2021,"2,127.70","2,127.70","2,040.00","2,058.00",-1.34,"3,292","67,92,275.20"
608,14/09/2021,"2,017.00","2,225.00","1,977.00","2,089.00",1.51,"4,220","89,07,428.80"
607,15/09/2021,"2,127.00","2,127.00","2,040.00","2,070.00",-0.91,"1,048","21,58,862.00"
606,16/09/2021,"2,029.00","2,029.00","1,960.00","1,987.50",-3.99,"7,116","1,40,93,943.50"
605,20/09/2021,"1,948.00","2,027.00","1,900.00","2,027.00",1.99,"3,170","61,00,037.00"
604,21/09/2021,"2,020.00","2,067.00","1,906.60","1,985.00",-2.07,"3,751","74,61,879.70"
603,22/09/2021,"1,985.00","2,050.00","1,985.00","2,017.00",1.61,"3,212","64,85,538.90"
602,23/09/2021,"2,017.00","2,040.00","1,985.00","1,991.00",-1.29,"2,795","55,91,587.30"
601,26/09/2021,"1,991.00","1,991.00","1,903.00","1,920.00",-3.57,"1,429","27,88,007.00"
600,27/09/2021,"1,945.00","1,945.00","1,851.00","1,880.00",-2.08,"4,089","76,82,714.50"
599,28/09/2021,"1,850.00","1,880.00","1,800.00","1,830.00",-2.66,"2,305","42,07,831.50"
598,29/09/2021,"1,830.00","1,863.90","1,806.00","1,863.90",1.85,728,"13,33,473.10"
597,30/09/2021,"1,901.00","1,901.00","1,793.40","1,831.00",-1.77,"3,066","55,66,596.20"
596,03/10/2021,"1,867.60","1,942.00","1,790.00","1,800.00",-1.69,"7,592","1,39,77,016.50"
595,04/10/2021,"1,836.00","1,836.00","1,764.00","1,830.00",1.67,"1,784","32,24,498.00"
594,05/10/2021,"1,830.00","1,898.00","1,820.00","1,838.00",0.44,"2,995","55,33,626.00"
593,06/10/2021,"1,858.00","1,945.00","1,858.00","1,895.00",3.1,"2,752","52,27,843.00"
592,10/10/2021,"1,932.00","1,978.00","1,867.00","1,882.00",-0.69,"3,319","63,30,699.00"
591,11/10/2021,"1,860.00","1,870.00","1,794.40","1,844.70",-1.98,"2,620","47,74,278.00"
590,17/10/2021,"1,879.00","1,879.00","1,810.00","1,850.00",0.29,384,"7,10,200.00"
589,18/10/2021,"1,850.00","1,850.00","1,748.10","1,752.00",-5.3,"3,545","62,81,006.00"
588,19/10/2021,"1,752.00","1,752.00","1,701.00","1,740.00",-0.68,"1,937","33,35,897.50"
587,20/10/2021,"1,774.80","1,799.90","1,711.00","1,759.00",1.09,"2,173","37,77,099.30"
586,21/10/2021,"1,770.00","1,789.00","1,726.00","1,750.00",-0.51,"1,500","26,16,214.40"
585,24/10/2021,"1,777.00","1,779.90","1,715.00","1,741.00",-0.51,"1,403","24,64,857.20"
584,25/10/2021,"1,774.00","1,809.00","1,770.00","1,797.00",3.22,"1,090","19,42,257.50"
583,26/10/2021,"1,832.90","1,836.00","1,797.20","1,828.00",1.73,"6,234","1,12,65,291.00"
582,27/10/2021,"1,820.00","1,897.20","1,794.00","1,860.00",1.75,"3,269","60,86,078.10"
581,28/10/2021,"1,880.00","1,907.00","1,870.00","1,907.00",2.53,"7,574","1,42,76,588.50"
580,31/10/2021,"1,930.00","1,970.00","1,930.00","1,959.00",2.73,"2,435","47,47,779.50"
579,01/11/2021,"1,998.00","1,998.00","1,895.00","1,900.00",-3.01,"3,535","68,58,830.00"
578,02/11/2021,"1,938.00","1,964.00","1,915.00","1,956.00",2.95,"6,027","1,16,84,782.90"
577,03/11/2021,"1,961.00","2,006.00","1,950.00","2,006.00",2.56,"3,929","78,01,421.00"
576,08/11/2021,"2,006.00","2,035.00","2,006.00","2,011.00",0.25,"2,310","46,80,960.00"
575,09/11/2021,"2,000.00","2,000.00","1,930.00","1,930.00",-4.03,"4,425","86,06,860.10"
574,11/11/2021,"1,921.00","1,921.00","1,853.00","1,885.00",-2.33,"3,262","61,68,785.00"
573,14/11/2021,"1,900.00","1,960.00","1,870.00","1,925.00",2.12,"2,422","46,68,049.00"
572,15/11/2021,"1,960.00","1,974.00","1,925.00","1,930.60",0.29,"11,296","2,19,55,620.60"
571,16/11/2021,"1,641.00","1,660.10","1,580.00","1,628.00",1.19,"2,820","45,84,634.00"
570,17/11/2021,"1,660.50","1,660.50","1,600.00","1,600.00",-1.72,"1,801","29,08,936.00"
569,18/11/2021,"1,575.00","1,632.00","1,560.00","1,591.00",-0.56,"3,677","59,10,564.00"
568,21/11/2021,"1,599.00","1,622.00","1,599.00","1,600.00",0.57,"1,356","21,73,407.00"
567,22/11/2021,"1,601.00","1,618.00","1,590.00","1,595.00",-0.31,"1,824","29,12,614.20"
566,23/11/2021,"1,595.00","1,595.00","1,563.10","1,575.00",-1.25,"1,572","24,65,159.00"
565,24/11/2021,"1,551.00","1,580.00","1,550.00","1,575.00",0,"1,470","22,96,237.00"
564,25/11/2021,"1,606.50","1,606.50","1,575.00","1,575.00",0,"1,186","18,69,105.50"
563,28/11/2021,"1,544.00","1,544.00","1,495.00","1,495.00",-5.08,"2,745","41,29,127.40"
562,29/11/2021,"1,495.00","1,495.00","1,467.00","1,493.00",-0.13,328,"4,84,605.00"
561,30/11/2021,"1,466.00","1,475.00","1,460.00","1,475.00",-1.21,472,"6,92,898.00"
560,01/12/2021,"1,504.50","1,504.50","1,445.00","1,445.00",-2.03,302,"4,38,651.00"
559,02/12/2021,"1,435.00","1,450.00","1,431.00","1,431.00",-0.97,"1,491","21,37,490.00"
558,05/12/2021,"1,410.00","1,410.00","1,380.00","1,400.00",-2.17,"2,717","38,01,667.00"
557,06/12/2021,"1,400.00","1,425.00","1,376.50","1,409.40",0.67,"2,197","30,78,866.00"
556,07/12/2021,"1,410.00","1,433.00","1,381.00","1,381.00",-2.02,"1,793","25,01,489.00"
555,08/12/2021,"1,381.00","1,382.00","1,328.30","1,328.30",-3.82,"1,291","17,51,334.00"
554,09/12/2021,"1,325.00","1,352.00","1,325.00","1,344.90",1.25,537,"7,19,662.00"
553,12/12/2021,"1,319.00","1,320.00","1,297.00","1,297.00",-3.56,"1,864","24,39,673.80"
552,13/12/2021,"1,273.00","1,274.00","1,205.00","1,216.00",-6.25,"2,505","30,85,111.70"
551,14/12/2021,"1,240.00","1,260.00","1,225.00","1,260.00",3.62,647,"8,08,275.00"
550,15/12/2021,"1,285.20","1,347.00","1,260.00","1,285.00",1.98,"1,669","21,82,983.50"
549,16/12/2021,"1,285.00","1,305.00","1,261.00","1,301.00",1.25,904,"11,64,375.80"
548,20/12/2021,"1,327.00","1,327.00","1,290.00","1,299.00",-0.15,712,"9,29,340.00"
547,21/12/2021,"1,305.00","1,348.00","1,305.00","1,310.00",0.85,852,"11,23,550.00"
546,22/12/2021,"1,310.00","1,349.00","1,292.00","1,345.00",2.67,"1,211","16,02,902.00"
545,23/12/2021,"1,371.90","1,410.00","1,365.00","1,400.00",4.09,"2,262","31,50,061.10"
544,26/12/2021,"1,427.00","1,453.00","1,400.00","1,449.00",3.5,"1,425","20,10,218.80"
543,27/12/2021,"1,477.90","1,477.90","1,400.00","1,400.00",-3.38,772,"10,93,471.80"
542,28/12/2021,"1,380.00","1,420.00","1,376.00","1,414.00",1,936,"13,01,832.00"
541,29/12/2021,"1,414.00","1,415.00","1,401.00","1,401.00",-0.92,898,"12,67,812.00"
540,02/01/2022,"1,410.00","1,448.00","1,400.00","1,448.00",3.35,"1,668","23,57,530.00"
539,03/01/2022,"1,420.00","1,518.00","1,420.00","1,518.00",4.83,"6,666","98,86,099.90"
538,04/01/2022,"1,490.00","1,568.00","1,490.00","1,559.00",2.7,"1,994","30,91,649.00"
537,05/01/2022,"1,564.00","1,564.00","1,495.00","1,510.00",-3.14,"1,275","19,25,237.80"
536,06/01/2022,"1,510.00","1,533.00","1,486.00","1,520.00",0.66,"2,139","32,41,212.00"
535,09/01/2022,"1,550.00","1,608.00","1,530.00","1,580.00",3.95,"3,225","50,65,791.70"
534,10/01/2022,"1,605.00","1,605.00","1,577.00","1,595.00",0.95,"1,499","23,84,893.00"
533,11/01/2022,"1,600.00","1,662.00","1,582.00","1,643.00",3.01,"12,795","2,05,98,688.30"
532,12/01/2022,"1,645.00","1,675.00","1,620.00","1,670.00",1.64,"7,180","1,18,08,883.90"
531,13/01/2022,"1,638.00","1,710.00","1,637.00","1,710.00",2.4,"14,903","2,50,40,132.80"
530,16/01/2022,"1,710.00","1,745.00","1,700.00","1,735.00",1.46,"5,031","86,93,820.00"
529,17/01/2022,"1,701.00","1,733.00","1,700.00","1,720.00",-0.86,"3,837","65,48,761.00"
528,18/01/2022,"1,747.00","1,747.00","1,685.10","1,698.00",-1.28,"5,763","97,34,202.90"
527,19/01/2022,"1,699.00","1,699.00","1,669.00","1,670.00",-1.65,"5,133","86,28,107.00"
526,20/01/2022,"1,670.00","1,670.00","1,646.00","1,663.20",-0.41,"1,473","24,47,416.40"
525,23/01/2022,"1,696.00","1,696.00","1,664.00","1,665.00",0.11,"1,101","18,41,092.00"
524,24/01/2022,"1,635.00","1,635.00","1,590.00","1,620.00",-2.7,"4,356","70,36,734.50"
523,25/01/2022,"1,587.60","1,648.00","1,557.00","1,600.00",-1.23,"5,546","87,84,856.20"
522,26/01/2022,"1,600.00","1,600.00","1,550.00","1,580.00",-1.25,"4,307","67,43,966.00"
521,27/01/2022,"1,580.00","1,580.00","1,548.40","1,579.90",-0.01,784,"12,20,107.20"
520,30/01/2022,"1,611.00","1,611.00","1,580.00","1,600.00",1.27,940,"14,96,208.90"
519,31/01/2022,"1,620.00","1,620.00","1,564.00","1,564.00",-2.25,"1,368","21,66,641.80"
518,01/02/2022,"1,551.00","1,620.00","1,550.00","1,600.00",2.3,"2,642","42,09,025.00"
517,03/02/2022,"1,620.00","1,629.20","1,575.00","1,588.00",-0.75,691,"11,07,786.00"
516,06/02/2022,"1,561.00","1,574.00","1,551.00","1,573.00",-0.94,"1,304","20,33,834.20"
515,07/02/2022,"1,575.00","1,580.00","1,560.00","1,570.00",-0.19,340,"5,35,133.80"
514,08/02/2022,"1,601.00","1,601.00","1,550.00","1,566.00",-0.25,"4,163","64,99,142.60"
513,09/02/2022,"1,567.00","1,567.00","1,534.80","1,535.00",-1.98,555,"8,53,251.00"
512,10/02/2022,"1,535.00","1,535.00","1,505.00","1,513.00",-1.43,912,"13,75,581.40"
511,13/02/2022,"1,482.80","1,482.80","1,438.00","1,440.00",-4.82,"2,730","39,67,440.90"
510,14/02/2022,"1,468.80","1,478.80","1,431.00","1,450.00",0.69,"1,535","22,13,430.30"
509,15/02/2022,"1,477.00","1,508.00","1,441.00","1,508.00",4,"1,847","27,18,496.60"
508,16/02/2022,"1,529.00","1,529.00","1,465.00","1,495.00",-0.86,848,"12,52,242.60"
507,17/02/2022,"1,494.00","1,496.00","1,466.10","1,494.00",-0.07,917,"13,56,247.60"
506,20/02/2022,"1,468.00","1,469.00","1,439.00","1,460.00",-2.28,"3,106","44,87,767.10"
505,21/02/2022,"1,479.00","1,479.00","1,443.20","1,470.00",0.68,"1,277","18,54,922.30"
504,22/02/2022,"1,497.00","1,499.30","1,470.00","1,471.00",0.07,269,"3,98,855.60"
503,23/02/2022,"1,471.00","1,472.00","1,445.00","1,460.00",-0.75,424,"6,16,537.30"
502,24/02/2022,"1,433.00","1,433.00","1,384.00","1,400.00",-4.11,"2,925","41,06,402.00"
501,27/02/2022,"1,385.00","1,412.00","1,384.00","1,384.00",-1.14,"1,098","15,25,054.00"
500,28/02/2022,"1,370.00","1,380.00","1,362.00","1,365.00",-1.37,891,"12,20,211.70"
499,02/03/2022,"1,341.00","1,342.10","1,305.10","1,314.00",-3.74,"2,862","37,81,970.70"
498,06/03/2022,"1,312.00","1,350.00","1,300.00","1,321.30",0.56,"1,333","17,55,025.70"
497,07/03/2022,"1,347.70","1,351.00","1,320.80","1,331.00",0.73,852,"11,34,242.60"
496,09/03/2022,"1,331.00","1,332.00","1,310.00","1,332.00",0.08,440,"5,80,721.60"
495,10/03/2022,"1,330.00","1,354.00","1,330.00","1,352.00",1.5,774,"10,38,181.00"
494,13/03/2022,"1,379.00","1,400.90","1,366.00","1,400.00",3.55,"1,527","21,20,000.10"
493,14/03/2022,"1,400.00","1,400.00","1,376.00","1,376.00",-1.71,525,"7,23,000.00"
492,15/03/2022,"1,380.00","1,400.00","1,367.00","1,400.00",1.74,480,"6,60,506.00"
491,16/03/2022,"1,375.00","1,419.90","1,375.00","1,415.00",1.07,928,"12,95,481.80"
490,20/03/2022,"1,386.70","1,400.00","1,386.70","1,390.00",-1.77,230,"3,20,399.00"
489,21/03/2022,"1,370.00","1,397.00","1,370.00","1,386.00",-0.29,902,"12,49,684.00"
488,22/03/2022,"1,413.70","1,428.90","1,400.00","1,412.00",1.88,"2,394","33,71,305.20"
487,23/03/2022,"1,429.00","1,430.00","1,410.00","1,420.00",0.57,277,"3,91,714.00"
486,24/03/2022,"1,400.00","1,420.00","1,392.00","1,400.00",-1.41,723,"10,20,365.10"
485,27/03/2022,"1,400.00","1,400.00","1,374.00","1,399.00",-0.07,820,"11,35,231.00"
484,28/03/2022,"1,380.00","1,388.00","1,360.00","1,380.00",-1.36,494,"6,78,408.50"
483,29/03/2022,"1,355.00","1,359.00","1,350.00","1,359.00",-1.52,675,"9,12,904.30"
482,30/03/2022,"1,352.00","1,400.00","1,352.00","1,400.00",3.02,881,"12,13,656.30"
481,31/03/2022,"1,414.00","1,415.00","1,362.00","1,401.00",0.07,755,"10,51,484.00"
480,03/04/2022,"1,379.00","1,379.00","1,379.00","1,379.00",-1.57,180,"2,48,220.00"
479,04/04/2022,"1,379.00","1,379.00","1,345.00","1,378.00",-0.07,875,"11,86,056.00"
478,05/04/2022,"1,380.00","1,380.00","1,320.10","1,345.00",-2.39,848,"11,38,660.70"
477,06/04/2022,"1,345.00","1,355.00","1,320.00","1,338.00",-0.52,446,"5,96,567.00"
476,07/04/2022,"1,338.00","1,355.00","1,328.00","1,328.00",-0.75,559,"7,51,018.10"
475,11/04/2022,"1,333.00","1,340.00","1,311.00","1,335.00",0.53,"1,033","13,76,349.00"
474,12/04/2022,"1,314.10","1,325.00","1,311.00","1,311.00",-1.8,530,"6,96,525.10"
473,13/04/2022,"1,311.00","1,337.00","1,285.00","1,337.00",1.98,429,"5,56,633.00"
472,17/04/2022,"1,363.70","1,367.00","1,325.00","1,325.00",-0.9,395,"5,29,416.00"
471,18/04/2022,"1,299.00","1,325.00","1,275.00","1,306.00",-1.43,"1,745","22,54,593.10"
470,19/04/2022,"1,320.00","1,325.00","1,290.00","1,315.80",0.75,467,"6,14,755.00"
469,20/04/2022,"1,324.00","1,324.00","1,293.00","1,293.00",-1.73,"2,315","30,58,838.00"
468,21/04/2022,"1,293.00","1,294.00","1,269.20","1,294.00",0.08,817,"10,52,841.80"
467,24/04/2022,"1,269.00","1,346.40","1,269.00","1,346.00",4.02,546,"7,21,392.40"
466,25/04/2022,"1,346.00","1,346.00","1,340.00","1,341.00",-0.37,242,"3,25,346.00"
465,26/04/2022,"1,339.00","1,339.00","1,285.20","1,295.00",-3.43,"1,015","13,11,632.20"
464,27/04/2022,"1,271.10","1,344.00","1,271.00","1,344.00",3.78,179,"2,29,912.90"
463,28/04/2022,"1,344.00","1,344.00","1,291.00","1,331.00",-0.97,489,"6,38,658.00"
462,02/05/2022,"1,305.00","1,320.00","1,280.20","1,280.20",-3.82,475,"6,16,508.50"
461,04/05/2022,"1,280.00","1,300.00","1,275.00","1,275.00",-0.41,534,"6,86,597.00"
460,05/05/2022,"1,251.10","1,275.00","1,250.00","1,250.00",-1.96,390,"4,89,235.00"
459,08/05/2022,"1,270.00","1,270.00","1,230.00","1,235.00",-1.2,449,"5,54,918.00"
458,09/05/2022,"1,234.00","1,286.00","1,234.00","1,261.00",2.11,409,"5,16,097.00"
457,10/05/2022,"1,285.90","1,300.00","1,285.90","1,300.00",3.09,203,"2,62,452.00"
456,11/05/2022,"1,276.10","1,326.00","1,276.10","1,326.00",2,439,"5,73,391.00"
455,12/05/2022,"1,350.00","1,352.00","1,325.00","1,330.00",0.3,114,"1,53,045.00"
454,17/05/2022,"1,305.00","1,320.00","1,290.00","1,291.00",-2.93,217,"2,83,281.00"
453,18/05/2022,"1,290.10","1,311.00","1,290.00","1,311.00",1.55,627,"8,17,336.00"
452,19/05/2022,"1,300.00","1,300.00","1,265.00","1,265.00",-3.51,510,"6,57,424.00"
451,20/05/2022,"1,243.00","1,292.30","1,243.00","1,292.30",2.16,70,"88,956.00"
450,23/05/2022,"1,266.50","1,266.50","1,242.10","1,242.10",-3.88,142,"1,77,940.80"
449,24/05/2022,"1,250.00","1,316.00","1,241.00","1,316.00",5.95,373,"4,65,056.40"
448,25/05/2022,"1,289.70","1,290.00","1,266.00","1,270.10",-3.49,410,"5,23,074.00"
447,26/05/2022,"1,251.00","1,276.00","1,250.10","1,266.00",-0.32,461,"5,84,109.10"
446,27/05/2022,"1,275.00","1,282.00","1,260.00","1,282.00",1.26,632,"8,01,710.00"
445,30/05/2022,"1,280.00","1,305.60","1,260.00","1,260.00",-1.72,778,"10,05,473.50"
444,31/05/2022,"1,235.00","1,259.70","1,235.00","1,259.70",-0.02,532,"6,59,671.00"
443,01/06/2022,"1,259.00","1,259.00","1,234.00","1,234.00",-2.04,560,"6,94,466.60"
442,02/06/2022,"1,227.00","1,227.00","1,215.00","1,217.00",-1.38,549,"6,71,852.50"
441,03/06/2022,"1,201.00","1,218.00","1,180.00","1,185.00",-2.63,"1,333","15,96,471.00"
440,06/06/2022,"1,190.00","1,227.00","1,165.00","1,165.00",-1.69,"2,289","27,02,860.00"
439,07/06/2022,"1,187.00","1,187.00","1,130.00","1,145.00",-1.72,"1,982","22,72,158.00"
438,08/06/2022,"1,150.00","1,200.00","1,150.00","1,200.00",4.8,681,"7,99,759.40"
437,09/06/2022,"1,208.00","1,224.00","1,187.00","1,187.00",-1.08,"2,945","35,45,779.00"
436,10/06/2022,"1,170.00","1,230.00","1,170.00","1,230.00",3.62,453,"5,46,520.00"
435,13/06/2022,"1,232.00","1,232.00","1,182.10","1,182.10",-3.89,626,"7,65,917.10"
434,14/06/2022,"1,205.70","1,205.70","1,158.40","1,158.40",-2,479,"5,59,895.00"
433,15/06/2022,"1,135.40","1,155.00","1,122.10","1,146.00",-1.07,"1,403","15,91,494.60"
432,16/06/2022,"1,123.30","1,145.00","1,123.10","1,140.00",-0.52,915,"10,40,549.00"
431,17/06/2022,"1,158.90","1,158.90","1,158.90","1,158.90",1.66,10,"11,589.00"
430,19/06/2022,"1,160.00","1,160.00","1,136.00","1,137.00",-1.89,212,"2,42,182.00"
429,20/06/2022,"1,114.30","1,120.00","1,090.10","1,100.00",-3.25,821,"9,03,342.00"
428,21/06/2022,"1,100.00","1,144.40","1,100.00","1,125.00",2.27,315,"3,49,301.00"
427,22/06/2022,"1,105.00","1,130.20","1,102.70","1,130.20",0.46,"1,413","15,67,507.60"
426,23/06/2022,"1,107.60","1,107.60","1,085.00","1,100.00",-2.67,718,"7,81,301.80"
424,24/06/2022,"1,080.00","1,120.00","1,080.00","1,120.00",1.82,303,"3,33,520.00"
422,26/06/2022,"1,142.40","1,182.00","1,142.40","1,177.00",5.09,"1,561","18,16,552.00"
425,27/06/2022,"1,177.00","1,177.00","1,153.50","1,153.50",-2,90,"1,04,535.00"
423,28/06/2022,"1,131.00","1,134.00","1,129.00","1,129.00",-2.12,751,"8,50,071.00"
421,29/06/2022,"1,107.50","1,175.00","1,107.50","1,170.00",3.63,800,"9,12,189.50"
420,30/06/2022,"1,190.00","1,229.00","1,169.00","1,215.00",3.85,"3,196","38,48,730.60"
419,01/07/2022,"1,219.90","1,219.90","1,170.00","1,170.00",-3.7,"1,159","13,85,501.00"
418,03/07/2022,"1,193.00","1,240.90","1,182.00","1,233.00",5.38,"1,744","21,26,722.00"
417,04/07/2022,"1,211.10","1,314.00","1,211.10","1,269.00",2.92,"6,378","81,48,254.00"
416,05/07/2022,"1,243.70","1,293.00","1,172.00","1,278.90",0.78,"2,111","25,77,425.00"
415,06/07/2022,"1,289.00","1,289.00","1,220.00","1,277.00",-0.15,"2,900","36,01,601.80"
414,07/07/2022,"1,260.00","1,300.00","1,248.20","1,300.00",1.8,"5,690","71,71,842.40"
413,08/07/2022,"1,300.00","1,300.00","1,250.00","1,270.00",-2.31,"1,320","16,83,451.00"
412,11/07/2022,"1,245.00","1,245.00","1,180.00","1,229.00",-3.23,"5,769","69,47,936.40"
411,12/07/2022,"1,229.00","1,229.00","1,180.50","1,219.90",-0.74,"1,046","12,64,515.50"
410,13/07/2022,"1,225.00","1,330.00","1,205.00","1,330.00",9.03,"1,042","12,83,895.00"
409,14/07/2022,"1,303.40","1,303.40","1,255.00","1,290.00",-3.01,"1,895","24,06,683.20"
408,15/07/2022,"1,265.00","1,300.00","1,264.20","1,275.00",-1.16,143,"1,83,257.00"
407,17/07/2022,"1,275.00","1,284.00","1,256.10","1,275.00",0,"2,121","26,92,273.00"
